Name,Club,Games,Tries,Try Assists,Points,Possessions,Runs,Run Metres,Pick & Drives,Linebreaks,LB Assists,Tackle Busts,Offloads,Passes,Lineout Wins Own,Lineout Wins Opp,Kicks,Kick Metres,Kick Errors
A. Muirhead,BRU,5,0,2,0,31,21,179,0,2,0,5,1,8,0,0,0,0,0
S. Nakano,SUN,5,1,0,5,24,11,123,1,1,0,5,1,10,0,0,1,16,0
E. Narawa,BLU,5,0,0,0,21,13,90,1,2,0,1,0,5,0,0,2,39,0
J. Nareki,HIG,5,3,1,15,67,34,277,1,5,2,16,3,14,0,0,9,418,0
M. Nawaqanitawase,WAR,5,4,0,20,64,35,267,0,7,1,8,10,20,0,0,6,165,0
R. Paige,SUN,5,0,0,0,213,14,106,0,3,2,6,0,190,0,0,8,221,0
J. Parete,HIG,5,0,1,0,52,41,107,4,1,1,4,6,16,4,0,0,0,0
J. Parsons,BLU,5,0,0,0,27,16,55,2,0,0,1,1,8,0,0,0,0,0
B. Proctor,HUR,5,0,0,0,22,12,68,0,1,0,2,0,5,0,0,1,24,0
M. Rass,LIO,5,0,0,0,57,22,127,1,0,2,4,4,31,0,0,6,163,1
I. Rodda,RED,5,0,0,0,35,19,83,0,0,0,1,1,25,11,1,0,0,0
J. Schoeman,SHA,5,0,0,0,2,1,5,0,0,0,0,1,1,0,0,0,0,0
R. Schoeman,LIO,5,0,0,0,54,44,203,2,1,1,2,2,9,10,0,0,0,0
S. Scrafton,HUR,5,0,0,0,29,23,99,1,0,0,2,1,11,8,0,0,0,0
M. Short,WAR,5,0,0,0,213,2,5,0,0,0,0,0,199,0,0,4,103,0
R. Simmons,WAR,5,1,0,5,37,25,120,6,0,0,4,2,27,20,1,0,0,0
I. Simone,BRU,5,2,3,10,86,31,216,0,3,4,6,3,42,0,0,11,287,1
S. Sio,BRU,5,0,0,0,18,11,43,0,0,0,0,0,5,0,0,0,0,0
C. Skosan,LIO,5,2,0,10,33,19,131,0,2,0,6,1,9,0,0,2,26,1
B. Slater,CHI,5,0,0,0,12,6,20,1,0,0,0,0,3,0,0,0,0,0
A. Smith,HIG,5,1,0,8,329,18,112,0,1,2,2,0,263,0,0,41,873,2
P. Sowakula,CHI,5,1,1,5,56,36,183,5,1,1,5,3,20,1,0,0,0,0
G. Steenekamp,BUL,5,0,0,0,18,13,56,2,1,0,3,1,4,0,0,0,0,0
M. Tambwe,SHA,5,3,1,15,34,16,197,0,1,0,5,0,11,0,0,1,36,0
T. Tasi,SUN,5,1,0,5,30,21,160,0,3,1,6,6,11,0,0,1,17,0
C. Taylor,CRU,5,1,0,5,36,20,121,1,3,1,5,1,13,0,0,0,0,0
B. Te'o,SUN,5,0,1,0,76,41,230,0,0,3,10,7,30,0,0,4,98,0
N. Tetaz Chaparro,JAG,5,0,0,0,10,10,36,0,0,0,2,0,0,0,0,0,0,0
S. Tokolahi,HIG,5,0,0,0,19,16,59,0,0,1,2,1,4,0,0,0,0,0
M. To'omua,REB,5,0,2,36,124,14,93,0,0,6,2,4,64,0,0,40,1286,1
K. Trask,CHI,5,1,0,11,52,7,29,0,0,0,3,0,32,0,0,13,528,1
C. Van Zyl,STO,5,0,0,0,16,15,62,1,0,0,0,1,6,8,1,0,0,0
I. Walker-Leawere,HUR,5,0,0,0,26,18,95,1,0,0,4,2,18,9,3,0,0,0
J. Ward,SHA,5,0,0,0,12,7,41,0,0,1,1,3,7,0,0,0,0,0
B. Weber,CHI,5,3,1,15,250,19,146,1,3,2,8,2,205,0,0,25,590,2
T. Wright,BRU,5,4,0,20,31,19,266,1,4,1,8,3,8,0,0,2,39,0
D. Zander,RED,5,0,0,0,9,7,25,0,0,0,0,0,2,0,0,0,0,0
W. Alberts,LIO,4,0,0,0,33,23,85,0,0,0,2,2,7,4,0,0,0,0
M. Allardice,CHI,4,0,0,0,20,10,35,4,0,0,2,2,11,11,0,1,15,0
T. Ardron,CHI,4,0,0,0,27,17,62,2,0,0,1,0,17,16,1,0,0,0
F. Armstrong,HUR,4,0,0,0,10,8,26,0,0,0,0,0,1,0,0,0,0,0
S. Barrett,CRU,4,0,1,0,41,26,114,1,0,1,3,0,19,9,2,0,0,0
G. Bertranou,JAG,4,0,0,0,184,8,49,0,1,0,1,1,161,0,0,10,199,2
O. Black,BLU,4,0,1,42,109,12,70,0,0,7,3,1,70,0,0,27,777,0
S. Cancelliere,JAG,4,1,0,5,31,18,194,0,2,0,5,5,13,0,0,1,8,0
S. Carreras,JAG,4,1,1,5,62,32,311,0,5,1,10,5,23,0,0,7,278,0
T. Cubelli,JAG,4,1,0,5,223,10,74,0,2,1,4,1,192,0,0,16,442,1
T. Cusack,BRU,4,1,0,5,19,6,60,0,2,0,4,1,10,0,0,0,0,0
J. du Plessis,LIO,4,0,0,0,16,13,34,4,0,0,0,3,5,0,0,0,0,0
C. Eloff,REB,4,0,0,0,15,10,27,1,0,0,1,0,4,0,0,0,0,0
C. Els,BUL,4,0,0,0,11,9,27,0,0,1,1,0,2,0,0,0,0,0
A. Ferreira,BUL,4,0,0,0,21,18,61,0,0,0,0,0,3,3,0,0,0,0
S. Frizell,HIG,4,0,0,0,24,17,108,3,1,0,6,5,12,4,0,0,0,0
J. Gordon,WAR,4,0,1,0,203,12,85,0,1,1,6,1,172,0,0,16,434,0
F. Gorrissen,JAG,4,0,0,0,27,20,87,1,0,1,0,0,11,8,1,0,0,0
K. Hammington,HIG,4,0,0,0,66,3,3,0,0,0,0,0,59,0,0,2,53,0
D. Havili,CRU,4,0,2,30,94,39,355,2,4,6,21,13,47,0,0,14,308,2
S. Havili Talitui,CRU,4,2,0,10,25,19,121,1,2,0,9,1,6,1,1,0,0,0
D. Hunt,HIG,4,1,0,5,16,9,43,0,1,0,3,0,6,0,0,0,0,0
R. Ioane,BLU,4,4,2,20,81,43,336,0,9,2,18,4,33,0,0,1,20,0
J. Kruger,BUL,4,0,0,0,22,11,50,1,1,0,0,0,19,19,0,1,36,0
T. Lamborn,BLU,4,1,0,5,16,11,86,4,1,0,2,0,3,0,0,1,42,0
J. Lentjes,HIG,4,0,0,0,22,11,39,2,0,0,0,1,7,2,0,0,0,0
E. Lindenmuth,BLU,4,0,0,0,12,11,43,0,0,0,2,1,2,0,0,0,0,0
A. Makalio,CRU,4,0,0,0,14,11,54,0,0,0,0,1,4,0,0,0,0,0
J. Mallia,JAG,4,0,0,0,48,18,94,0,0,1,2,0,28,0,0,3,26,2
S. Malolua,RED,4,0,1,0,205,9,72,1,0,1,1,4,190,0,0,6,119,0
N. Mayhew,SUN,4,0,0,0,12,7,20,1,0,0,0,2,6,0,0,0,0,0
D. McKenzie,CHI,4,1,3,24,100,24,219,0,4,4,15,5,50,0,0,22,686,0
F. McReight,RED,4,0,0,0,31,21,136,0,1,1,5,2,10,0,0,0,0,0
S. Misa,REB,4,0,0,0,21,17,57,1,0,0,4,1,4,0,0,1,20,0
J. Moody,CRU,4,1,0,5,16,12,53,1,1,0,3,1,3,0,0,0,0,0
R. Mo'unga,CRU,4,1,1,14,117,14,179,0,2,3,1,2,83,0,0,20,496,1
S. Nunomaki,SUN,4,0,0,0,27,16,63,3,0,0,2,5,14,0,0,0,0,0
R. O'Neill,CHI,4,0,0,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0
J. Pierce,BLU,4,0,0,0,27,21,63,4,0,0,1,1,7,6,0,0,0,0
P. Rakete-Stones,HUR,4,0,0,0,11,10,44,0,1,0,3,0,0,0,0,0,0,0
T. Robertson,WAR,4,0,0,0,12,7,22,2,0,0,2,1,4,0,0,0,0,0
D. Rossouw,BUL,4,0,1,0,15,6,54,0,1,0,4,1,5,0,0,5,193,1
J. Rudolph,BUL,4,1,0,5,28,21,102,4,1,1,4,0,4,0,0,1,27,0
J. Schickerling,STO,4,0,0,0,12,9,38,0,0,0,1,0,12,13,1,0,0,0
S. Socino,JAG,4,2,0,10,17,9,30,0,1,0,1,0,4,0,0,0,0,0
C. Solomon,STO,4,0,0,0,5,4,38,0,1,0,1,0,0,0,0,0,0,0
R. Steenkamp,BUL,4,0,0,0,20,14,59,2,0,0,1,0,5,2,0,0,0,0
S. Stevenson,CHI,4,3,3,15,45,21,281,2,5,0,7,3,12,0,0,12,405,2
T. Tahuriorangi,CHI,4,1,3,5,172,8,40,0,1,4,3,3,155,0,0,11,311,1
V. Tshituka,LIO,4,0,0,0,37,28,119,0,0,0,2,0,7,2,0,0,0,0
Q. Tupaea,CHI,4,1,0,5,30,21,215,0,3,0,14,1,6,0,0,1,51,0
T. Tupou,SUN,4,0,0,0,20,13,77,1,0,2,4,2,7,0,0,0,0,0
I. Tu'ungafasi,CRU,4,0,0,0,12,8,23,1,0,0,0,0,4,0,0,0,0,0
A. Vermaak,STO,4,0,0,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0
S. Wainui,CHI,4,2,0,10,49,27,149,0,1,1,3,2,15,0,0,4,107,0
A. Warner,LIO,4,1,1,5,276,10,75,1,1,1,5,2,250,0,0,18,517,1
J. Whetton,HIG,4,0,0,0,10,7,25,0,0,0,0,0,6,5,0,0,0,0
C. Wiese,STO,4,0,0,0,7,5,16,1,0,0,0,0,1,2,0,0,0,0
M. Alemanno,JAG,3,0,0,0,10,7,31,0,0,0,1,0,6,12,1,0,0,0
A. Carroll,BLU,3,0,0,0,17,10,49,1,1,0,0,1,8,3,0,0,0,0
D. Coles,HUR,3,1,0,5,8,5,31,2,1,1,0,1,2,0,0,0,0,0
F. Daugunu,RED,3,0,0,0,18,16,121,0,1,1,5,2,2,0,0,0,0,0
J. de la Fuente,JAG,3,0,0,0,32,15,66,0,0,1,3,0,17,0,0,0,0,0
A. Deegan,REB,3,1,2,14,43,6,34,0,1,3,1,1,27,0,0,8,266,0
B. Delguy,JAG,3,0,0,0,31,22,169,1,2,0,6,1,6,0,0,1,28,0
J. Diaz Bonilla,JAG,3,0,5,11,73,4,29,0,1,2,2,1,43,0,0,23,652,0
J. Dickson,HIG,3,0,0,0,16,13,47,0,0,0,0,0,19,18,1,0,0,0
W. Douglas,CRU,3,0,0,0,36,21,76,1,0,0,0,4,25,12,2,0,0,0
T. English,REB,3,0,0,0,21,12,74,0,1,0,1,4,11,0,0,2,20,1
C. Eves,SUN,3,0,0,0,18,13,33,2,0,1,1,2,6,0,0,0,0,0
F. Fainga'a,BRU,3,5,0,25,23,15,54,0,2,0,4,1,5,0,0,0,0,0
J. Garden-Bachop,HUR,3,0,1,2,66,9,83,0,0,1,0,1,37,0,0,21,742,0
J. Goodhue,BLU,3,0,0,0,16,11,35,0,0,0,0,0,7,3,0,0,0,0
R. Hodge,REB,3,0,0,2,13,8,36,0,0,1,0,0,2,0,0,2,81,0
H. Hoopert,RED,3,1,0,5,8,5,27,1,0,0,2,0,3,0,0,0,0,0
A. Ioane,BLU,3,1,0,5,18,14,47,2,1,0,2,1,5,1,0,0,0,0
W. Jordan,CRU,3,2,0,10,54,24,212,2,3,2,6,2,20,0,0,10,257,1
B. Kuenzle,BRU,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,79,0
H. Lloyd,BRU,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L. Lonergan,BRU,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0
L. Milo-Harris,CHI,3,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0
J. Nasser,RED,3,1,0,5,5,3,32,0,0,0,0,0,1,0,0,0,0,0
S. Nkosi,SHA,3,1,0,5,21,12,84,0,0,0,3,0,3,0,0,4,163,0
B. Odendaal,BUL,3,0,0,0,31,16,112,0,2,1,2,3,10,0,0,4,96,1
J. Ortega Desio,JAG,3,1,0,5,6,4,27,0,0,0,2,1,4,1,0,0,0,0
R. Pieterse,BUL,3,0,0,0,8,7,34,0,0,0,0,0,0,0,0,0,0,0
J. Ramm,WAR,3,1,0,5,24,15,181,0,3,0,6,0,3,0,0,3,133,0
S. Reynolds,LIO,3,0,0,0,14,10,47,0,0,1,1,2,5,0,0,0,0,0
R. Riccitelli,HUR,3,0,0,0,16,8,33,1,0,0,0,0,6,0,0,0,0,0
T. Ross,BRU,3,0,0,0,7,6,19,0,0,0,0,0,1,0,0,0,0,0
W. Simelane,LIO,3,0,0,0,24,18,109,0,0,1,2,0,6,0,0,1,25,0
R. Smith,REB,3,0,0,0,16,10,39,0,0,0,4,1,7,0,0,0,0,0
M. Sorovi,RED,3,0,0,0,19,2,21,0,0,0,1,0,15,0,0,1,51,0
T. Strang,REB,3,0,1,0,20,3,24,0,0,1,1,1,20,0,0,0,0,0
D. Swain,BRU,3,0,0,0,11,7,25,1,0,0,0,0,10,11,0,0,0,0
R. Thompson,HIG,3,0,2,0,38,22,140,2,2,2,7,3,14,0,0,3,81,0
J. Ulengo,LIO,3,1,0,5,32,24,217,1,2,0,1,0,3,0,0,3,109,0
M. van Staden,BUL,3,1,0,5,39,31,121,3,0,1,8,2,9,0,0,0,0,0
K. van Wyk,HUR,3,4,0,20,27,18,133,1,3,0,10,1,7,0,0,0,0,0
R. Vermaak,LIO,3,0,1,0,25,12,44,0,0,1,0,0,10,0,0,0,0,0
W. Vosloo,BUL,3,0,0,0,8,6,15,1,0,0,0,0,1,1,0,0,0,0
T. Walden,HIG,3,0,1,0,9,4,26,0,0,1,0,0,5,0,0,0,0,0
K. Blose,STO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P. Buthelezi,SHA,2,0,0,0,4,4,11,0,0,0,0,1,2,1,0,0,0,0
G. Cowley-Tuioti,BLU,2,1,0,5,15,12,55,0,0,0,1,0,5,4,0,0,0,0
E. Craig,RED,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Creevy,JAG,2,2,0,10,15,11,51,1,1,0,4,0,0,0,0,0,0,0
P. de Wet,STO,2,1,0,5,37,2,18,0,0,0,1,0,30,0,0,3,78,0
E. Enari,CRU,2,0,0,0,92,1,4,0,0,0,0,0,86,0,0,4,98,0
F. Ezcurra,JAG,2,0,0,0,57,2,6,0,0,0,0,1,51,0,0,4,133,0
T. Fainga'anuku,HIG,2,0,0,0,12,8,106,0,0,0,3,1,3,0,0,0,0,0
N. Frost,BRU,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
J. Grobbelaar,BUL,2,0,0,0,11,6,16,2,0,0,0,0,4,0,0,0,0,0
J. Groenewald,BUL,2,0,0,0,10,7,26,0,0,0,0,0,3,1,0,0,0,0
J. Hyland,BLU,2,0,0,0,12,9,77,0,0,1,1,0,2,0,0,0,0,0
B. Hyne,SUN,2,1,0,5,11,10,44,0,1,0,2,1,4,2,0,0,0,0
M. Louw,SHA,2,0,0,0,5,3,28,0,0,0,0,0,2,0,0,0,0,0
T. Mafileo,HUR,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
C. Magnay,REB,2,0,0,0,11,8,55,1,0,0,0,0,2,0,0,0,0,0
M. Majola,SHA,2,1,0,5,8,5,29,0,1,0,3,0,2,0,0,0,0,0
T. Manu,CHI,2,1,0,5,12,8,125,0,1,0,3,2,5,0,0,2,79,0
M. Mataele,CRU,2,0,0,0,12,4,33,0,1,1,3,2,5,0,0,2,84,0
D. Matthews,LIO,2,0,0,0,24,13,78,0,0,0,2,1,10,0,0,1,48,0
B. May,HUR,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
B. McAlister,CRU,2,0,1,0,13,9,34,1,0,0,2,1,5,0,0,0,0,0
L. McCaffrey,BRU,2,0,0,0,5,3,9,0,0,0,0,0,2,0,0,0,0,0
M. McDonald,WAR,2,0,0,0,31,0,0,0,0,0,0,0,30,0,0,0,0,0
D. McLeod,CRU,2,0,0,0,34,12,119,0,3,1,2,0,17,0,0,0,0,0
L. Mvovo,SHA,2,0,0,0,9,6,46,0,0,0,0,0,1,0,0,0,0,0
A. Nonkontwana,BUL,2,0,0,0,5,2,12,0,0,0,0,0,3,4,0,0,0,0
X. Numia,HUR,2,0,0,0,9,8,41,0,0,0,0,0,1,0,0,0,0,0
B. O'Connor,SUN,2,0,0,0,7,1,5,0,0,0,0,0,4,2,0,0,0,0
R. O'Connor,WAR,2,0,0,0,3,2,6,0,0,0,0,1,1,0,0,0,0,0
C. O'Donnell,HIG,2,0,0,0,8,8,24,1,0,0,2,0,0,0,0,0,0,0
J. Ogura,SUN,2,0,0,7,26,5,29,0,0,1,0,1,19,0,0,1,15,0
R. Pasitoa,BRU,2,0,0,2,8,3,25,0,1,0,0,0,4,0,0,0,0,0
J. Petaia,RED,2,0,0,0,15,14,103,1,0,0,3,3,3,0,0,0,0,0
R. Pretorius,STO,2,0,0,0,3,1,5,0,0,0,0,0,2,0,0,0,0,0
R. Prinsep,HUR,2,0,0,0,16,12,49,0,0,0,0,0,5,2,0,0,0,0
T. Pulu,BRU,2,1,0,5,8,6,57,0,2,1,4,1,1,0,0,0,0,0
M. Renata,BLU,2,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0
D. Richardson,SHA,2,1,0,5,19,11,59,1,1,0,5,0,2,0,0,0,0,0
M. Selby-Rickit,HIG,2,0,0,0,14,11,48,0,0,0,1,1,5,3,0,0,0,0
D. Smit,LIO,2,0,0,0,53,0,0,0,0,0,0,0,53,0,0,0,0,0
P. Tafa,WAR,2,0,0,0,11,9,32,1,0,0,2,0,3,2,0,0,0,0
Y. Takeda,SUN,2,0,0,0,13,4,48,0,0,0,2,2,7,0,0,2,50,0
J. Thwaites,HIG,2,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0
L. Tolai,BLU,2,0,0,0,4,3,17,0,0,0,0,0,1,0,0,0,0,0
N. Tui'tavake,BUL,2,0,0,0,19,14,93,0,0,0,3,1,4,0,0,0,0,0
J. Uelese,REB,2,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0
S. Uru,RED,2,0,0,0,1,1,3,1,0,0,0,0,1,1,0,0,0,0
M. Uys,BUL,2,0,1,0,17,14,80,1,1,0,2,0,4,2,0,0,0,0
F. van Wyk,LIO,2,0,0,0,7,2,3,0,0,0,0,0,3,0,0,0,0,0
T. Albornoz,JAG,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,140,0
L. Apisai,SUN,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
F. Burke,CRU,1,1,0,9,11,4,17,0,1,0,2,0,5,0,0,0,0,0
M. Carreras,JAG,1,0,0,0,19,10,80,0,1,0,2,1,5,0,0,6,224,0
B. Chamberlain,SHA,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,44,0
C. Clark,WAR,1,0,0,0,5,1,4,0,0,0,0,0,3,0,0,0,0,0
R. Coxon,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Diaz,JAG,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
T. Falcon,CHI,1,0,0,0,7,2,14,0,0,0,0,1,6,0,0,0,0,0
F. Fotuaika,RED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. Gregory,HIG,1,1,0,5,4,2,18,0,1,0,1,0,1,0,0,0,0,0
S. Grondona,JAG,1,0,0,0,4,2,14,0,0,1,0,0,2,0,0,0,0,0
A. Hodgman,BLU,1,0,0,0,4,4,16,0,0,0,1,0,0,0,0,0,0,0
A. Horan,SUN,1,0,0,0,4,3,28,0,0,0,1,0,0,0,0,0,0,0
L. Ikitau,BRU,1,0,0,0,2,1,5,0,0,0,1,0,1,0,0,0,0,0
J. Iosefa-Scott,HIG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Jackson-Hope,SUN,1,0,0,0,11,6,56,0,0,0,1,1,4,0,0,1,42,0
L. Jacobson,CHI,1,0,0,0,2,2,9,0,0,0,1,0,1,1,0,0,0,0
M. Jansen van Vuuren,BUL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
L. Jones,REB,1,0,0,0,5,2,12,0,0,0,0,0,4,3,0,0,0,0
T. Kimura,SUN,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S. Kolisi,STO,1,0,0,0,3,2,11,0,0,0,0,0,1,0,0,0,0,0
K. Kuridrani,HIG,1,0,0,0,5,4,35,0,0,0,1,1,2,0,0,0,0,0
N. Laulala,CHI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
O. Leger,CHI,1,0,0,0,7,3,21,0,0,0,1,0,5,1,0,0,0,0
S. Lisala,WAR,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0
D. Maka,CHI,1,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0
J. Marshall,HUR,1,0,0,0,8,2,6,0,0,0,0,0,6,0,0,0,0,0
S. Matanzima,BUL,1,0,0,0,5,4,12,0,0,0,1,0,0,0,0,0,0,0
B. Mbonambi,STO,1,0,0,0,4,4,17,0,0,0,1,0,0,0,0,0,0,0
S. McNicol,CHI,1,0,0,0,6,2,15,0,0,0,1,0,1,0,0,2,108,0
D. Meihuzen,STO,1,0,0,0,3,3,7,1,0,0,0,0,1,1,0,0,0,0
L. Mitchell,HUR,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
T. Moeroa,WAR,1,0,0,0,3,3,17,0,0,0,0,1,1,0,0,0,0,0
F. Naude,BUL,1,0,0,0,8,6,57,0,0,2,2,2,2,0,0,0,0,0
D. Nel,CHI,1,0,0,0,5,2,15,0,0,0,1,0,4,1,0,0,0,0
R. Niuia,BLU,1,0,0,0,7,5,18,0,0,0,2,0,2,0,0,0,0,0
O. Norris,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. Orlando,JAG,1,0,0,0,5,2,14,0,0,0,0,0,2,0,0,0,0,0
B. Paenga-Amosa,RED,1,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0
P. Parkinson,HIG,1,0,0,0,3,2,4,0,0,0,0,0,1,0,0,0,0,0
J. Pedemonte,JAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N. Punivai,HIG,1,0,0,0,6,4,28,0,0,0,2,0,1,0,0,0,0,0
H. Roach,CRU,1,0,0,0,4,3,9,0,0,0,0,1,2,0,0,0,0,0
E. Roots,CRU,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0
F. Sa'aga,REB,1,0,0,0,5,3,9,1,0,0,0,0,2,0,0,0,0,0
L. Sordoni,JAG,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
T. Swanepoel,LIO,1,0,0,0,15,6,25,0,0,0,0,0,4,0,0,2,106,0
A. Ta'avao,CHI,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C. Talakai,WAR,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
J. Taumateine,HUR,1,0,0,0,20,3,26,0,0,0,2,1,18,0,0,0,0,0
C. Thomas,SUN,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
A. Thomson,CHI,1,0,0,0,5,2,4,1,0,0,0,0,7,6,0,0,0,0
C. Tiatia,HUR,1,2,2,12,19,6,84,0,3,1,3,1,11,0,0,1,36,0
C. Tizzano,WAR,1,0,0,0,2,2,14,1,0,0,0,0,0,0,0,0,0,0
P. Tomkinson,HIG,1,0,0,0,3,2,21,0,0,0,0,0,0,0,0,1,46,0
A. Tuala,WAR,1,0,0,0,4,3,16,0,0,0,0,0,1,0,0,0,0,0
J. Tuculet,JAG,1,1,1,5,16,7,28,0,1,1,0,2,7,0,0,2,54,0
P. Umaga-Jensen,HUR,1,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0
J. Walsh,BLU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K. Yoshida,SUN,1,0,0,0,3,2,9,0,0,0,0,0,1,0,0,0,0,0
